Front Left Wheel Speed [RPM];Front Right Wheel Speed [RPM];Average Speed [RPM];Average Speed (aprox.) [km/h];Time [s];
0.0;0.0;0.0;0.0;3.0843331813812256;
0.0;0.0;0.0;0.0;3.094442129135132;
0.0;0.0;0.0;0.0;3.1045541763305664;
0.0;0.0;0.0;0.0;3.1146671772003174;
0.0;0.0;0.0;0.0;3.1247780323028564;
0.0;0.0;0.0;0.0;3.134896993637085;
0.0;0.0;0.0;0.0;3.1449952125549316;
0.0;0.0;0.0;0.0;3.155104160308838;
0.0;0.0;0.0;0.0;3.165631055831909;
0.0;0.0;0.0;0.0;3.1753311157226562;
0.0;0.0;0.0;0.0;3.18544602394104;
0.0;0.0;0.0;0.0;3.1955511569976807;
0.0;0.0;0.0;0.0;3.2056691646575928;
0.0;0.0;0.0;0.0;3.2159781455993652;
0.0;0.0;0.0;0.0;3.2263541221618652;
0.0;0.0;0.0;0.0;3.2364211082458496;
0.0;0.0;0.0;0.0;3.246319055557251;
0.0;0.0;0.0;0.0;3.2562241554260254;
0.0;0.0;0.0;0.0;3.266329050064087;
0.0;0.0;0.0;0.0;3.2764391899108887;
0.0;0.0;0.0;0.0;3.2866721153259277;
0.0;0.0;0.0;0.0;3.2968101501464844;
0.0;0.0;0.0;0.0;3.3069891929626465;
0.0;0.0;0.0;0.0;3.3171420097351074;
0.0;0.0;0.0;0.0;3.3273332118988037;
0.0;0.0;0.0;0.0;3.3375191688537598;
0.0;0.0;0.0;0.0;3.347647190093994;
0.0;0.0;0.0;0.0;3.3577589988708496;
0.0;0.0;0.0;0.0;3.367871046066284;
0.0;0.0;0.0;0.0;3.3777401447296143;
0.0;0.0;0.0;0.0;3.387855052947998;
0.0;0.0;0.0;0.0;3.3979620933532715;
0.0;0.0;0.0;0.0;3.408079147338867;
0.0;0.0;0.0;0.0;3.41817307472229;
0.0;0.0;0.0;0.0;3.4281082153320312;
0.0;0.0;0.0;0.0;3.438206195831299;
0.0;0.0;0.0;0.0;3.448329210281372;
0.0;0.0;0.0;0.0;3.458437204360962;
0.0;0.0;0.0;0.0;3.4687530994415283;
0.0;0.0;0.0;0.0;3.478854179382324;
0.0;0.0;0.0;0.0;3.488974094390869;
0.0;0.0;0.0;0.0;3.4990880489349365;
0.0;0.0;0.0;0.0;3.5091872215270996;
0.0;0.0;0.0;0.0;3.5192930698394775;
0.0;0.0;0.0;0.0;3.5292110443115234;
0.0;0.0;0.0;0.0;3.5393240451812744;
0.0;0.0;0.0;0.0;3.5494351387023926;
0.0;0.0;0.0;0.0;3.559544086456299;
0.0;0.0;0.0;0.0;3.569655179977417;
0.0;0.0;0.0;0.0;3.579766035079956;
0.0;0.0;0.0;0.0;3.589877128601074;
0.0;0.0;0.0;0.0;3.599987030029297;
0.0;0.0;0.0;0.0;3.61008620262146;
0.0;0.0;0.0;0.0;3.62020206451416;
0.0;0.0;0.0;0.0;3.630315065383911;
0.0;0.0;0.0;0.0;3.640428066253662;
0.0;0.0;0.0;0.0;3.6505370140075684;
0.0;0.0;0.0;0.0;3.660651206970215;
0.0;0.0;0.0;0.0;3.6707592010498047;
0.0;0.0;0.0;0.0;3.680875062942505;
0.0;0.0;0.0;0.0;3.6909852027893066;
0.0;0.0;0.0;0.0;3.7010951042175293;
0.0;0.0;0.0;0.0;3.711210012435913;
0.0;0.0;0.0;0.0;3.7213120460510254;
0.0;0.0;0.0;0.0;3.731422185897827;
0.0;0.0;0.0;0.0;3.7415339946746826;
0.0;0.0;0.0;0.0;3.7516391277313232;
0.0;0.0;0.0;0.0;3.7617671489715576;
0.0;0.0;0.0;0.0;3.7718710899353027;
0.0;0.0;0.0;0.0;3.7819900512695312;
0.0;0.0;0.0;0.0;3.7920870780944824;
0.0;0.0;0.0;0.0;3.8022022247314453;
0.0;0.0;0.0;0.0;3.8123040199279785;
0.0;0.0;0.0;0.0;3.822434186935425;
0.0;0.0;0.0;0.0;3.832531213760376;
0.0;0.0;0.0;0.0;3.8427250385284424;
0.0;0.0;0.0;0.0;3.852764129638672;
0.0;0.0;0.0;0.0;3.8628761768341064;
0.0;0.0;0.0;0.0;3.873203992843628;
0.0;0.0;0.0;0.0;3.8832900524139404;
0.0;0.0;0.0;0.0;3.8936100006103516;
0.0;0.0;0.0;0.0;3.9037210941314697;
0.0;0.0;0.0;0.0;3.9140381813049316;
0.0;0.0;0.0;0.0;3.9240431785583496;
0.0;0.0;0.0;0.0;3.934044122695923;
0.0;0.0;0.0;0.0;3.9443321228027344;
0.0;0.0;0.0;0.0;3.9543662071228027;
0.0;0.0;0.0;0.0;3.9646010398864746;
0.0;0.0;0.0;0.0;3.9744110107421875;
0.0;0.0;0.0;0.0;3.9844160079956055;
0.0;0.0;0.0;0.0;3.994486093521118;
0.0;0.0;0.0;0.0;4.004485130310059;
0.0;0.0;0.0;0.0;4.014530181884766;
0.0;0.0;0.0;0.0;4.024637222290039;
0.0;0.0;0.0;0.0;4.034753084182739;
0.0;0.0;0.0;0.0;4.044855117797852;
0.0;0.0;0.0;0.0;4.054971218109131;
0.0;0.0;0.0;0.0;4.065492153167725;
0.0;0.0;0.0;0.0;4.0751872062683105;
0.0;0.0;0.0;0.0;4.08529806137085;
0.0;0.0;0.0;0.0;4.095409154891968;
0.0;0.0;0.0;0.0;4.105521202087402;
0.0;0.0;0.0;0.0;4.115634202957153;
0.0;0.0;0.0;0.0;4.125754117965698;
0.0;0.0;0.0;0.0;4.135855197906494;
0.0;0.0;0.0;0.0;4.145973205566406;
0.0;0.0;0.0;0.0;4.156077146530151;
0.0;0.0;0.0;0.0;4.166186094284058;
0.0;0.0;0.0;0.0;4.176292181015015;
0.0;0.0;0.0;0.0;4.186415195465088;
0.0;0.0;0.0;0.0;4.196523189544678;
0.0;0.0;0.0;0.0;4.206664085388184;
0.0;0.0;0.0;0.0;4.216760158538818;
0.0;0.0;0.0;0.0;4.2268571853637695;
0.0;0.0;0.0;0.0;4.236967086791992;
0.0;0.0;0.0;0.0;4.247079133987427;
0.0;0.0;0.0;0.0;4.257188081741333;
0.0;0.0;0.0;0.0;4.267298221588135;
0.0;0.0;0.0;0.0;4.27741003036499;
0.0;0.0;0.0;0.0;4.287519216537476;
0.0;0.0;0.0;0.0;4.297852993011475;
0.0;0.0;0.0;0.0;4.307957172393799;
0.0;0.0;0.0;0.0;4.3180530071258545;
0.0;0.0;0.0;0.0;4.3281731605529785;
0.0;0.0;0.0;0.0;4.338281154632568;
0.0;0.0;0.0;0.0;4.348388195037842;
0.0;0.0;0.0;0.0;4.3583760261535645;
0.0;0.0;0.0;0.0;4.368411064147949;
0.0;0.0;0.0;0.0;4.378509044647217;
0.0;0.0;0.0;0.0;4.388853073120117;
0.0;0.0;0.0;0.0;4.398944139480591;
0.0;0.0;0.0;0.0;4.4092772006988525;
0.0;0.0;0.0;0.0;4.419202089309692;
0.0;0.0;0.0;0.0;4.429095029830933;
0.0;0.0;0.0;0.0;4.43918514251709;
0.0;0.0;0.0;0.0;4.449287176132202;
0.0;0.0;0.0;0.0;4.459398031234741;
0.0;0.0;0.0;0.0;4.469504117965698;
0.0;0.0;0.0;0.0;4.479628086090088;
0.0;0.0;0.0;0.0;4.489741086959839;
0.0;0.0;0.0;0.0;4.499848127365112;
0.0;0.0;0.0;0.0;4.5099570751190186;
0.0;0.0;0.0;0.0;4.520065069198608;
0.0;0.0;0.0;0.0;4.530187129974365;
0.0;0.0;0.0;0.0;4.5402891635894775;
0.0;0.0;0.0;0.0;4.550392150878906;
0.0;0.0;0.0;0.0;4.560543060302734;
0.0;0.0;0.0;0.0;4.570780992507935;
0.0;0.0;0.0;0.0;4.580725193023682;
0.0;0.0;0.0;0.0;4.590851068496704;
0.0;0.0;0.0;0.0;4.600944995880127;
0.0;0.0;0.0;0.0;4.611063003540039;
0.0;0.0;0.0;0.0;4.6211771965026855;
0.0;0.0;0.0;0.0;4.631310224533081;
0.0;0.0;0.0;0.0;4.641493082046509;
0.0;0.0;0.0;0.0;4.6517860889434814;
0.0;0.0;0.0;0.0;4.6618311405181885;
0.0;0.0;0.0;0.0;4.672015190124512;
0.0;0.0;0.0;0.0;4.682213068008423;
0.0;0.0;0.0;0.0;4.691956996917725;
0.0;0.0;0.0;0.0;4.702061176300049;
0.0;0.0;0.0;0.0;4.712170124053955;
0.0;0.0;0.0;0.0;4.722280025482178;
0.0;0.0;0.0;0.0;4.73239803314209;
0.0;0.0;0.0;0.0;4.7425010204315186;
0.0;0.0;0.0;0.0;4.752621173858643;
0.0;0.0;0.0;0.0;4.762726068496704;
0.0;0.0;0.0;0.0;4.772834062576294;
0.0;0.0;0.0;0.0;4.782950162887573;
0.0;0.0;0.0;0.0;4.793057203292847;
0.0;0.0;0.0;0.0;4.80337119102478;
0.0;0.0;0.0;0.0;4.813502073287964;
0.0;0.0;0.0;0.0;4.823793172836304;
0.0;0.0;0.0;0.0;4.833913087844849;
0.0;0.0;0.0;0.0;4.844019174575806;
0.0;0.0;0.0;0.0;4.854330062866211;
0.0;0.0;0.0;0.0;4.86429500579834;
0.0;0.0;0.0;0.0;4.874622106552124;
0.0;0.0;0.0;0.0;4.884597063064575;
0.0;0.0;0.0;0.0;4.89464807510376;
0.0;0.0;0.0;0.0;4.9046571254730225;
0.0;0.0;0.0;0.0;4.91467022895813;
0.0;0.0;0.0;0.0;4.924738168716431;
0.0;0.0;0.0;0.0;4.934741020202637;
0.0;0.0;0.0;0.0;4.94474720954895;
0.0;0.0;0.0;0.0;4.954829216003418;
0.0;0.0;0.0;0.0;4.965426206588745;
0.0;0.0;0.0;0.0;4.975069999694824;
0.0;0.0;0.0;0.0;4.98515510559082;
0.0;0.0;0.0;0.0;4.995275020599365;
0.0;0.0;0.0;0.0;5.0053870677948;
0.0;0.0;0.0;0.0;5.01549220085144;
0.0;0.0;0.0;0.0;5.025606155395508;
0.0;0.0;0.0;0.0;5.035715103149414;
0.0;0.0;0.0;0.0;5.045981168746948;
0.0;0.0;0.0;0.0;5.0559401512146;
0.0;0.0;0.0;0.0;5.066040992736816;
0.0;0.0;0.0;0.0;5.076152086257935;
0.0;0.0;0.0;0.0;5.086262226104736;
0.0;0.0;0.0;0.0;5.096382141113281;
0.0;0.0;0.0;0.0;5.106490135192871;
0.0;0.0;0.0;0.0;5.116607189178467;
0.0;0.0;0.0;0.0;5.126711130142212;
0.0;0.0;0.0;0.0;5.1368231773376465;
0.0;0.0;0.0;0.0;5.1471521854400635;
0.0;0.0;0.0;0.0;5.15725302696228;
0.0;0.0;0.0;0.0;5.167385101318359;
0.0;0.0;0.0;0.0;5.177467107772827;
0.0;0.0;0.0;0.0;5.18761420249939;
0.0;0.0;0.0;0.0;5.197663068771362;
0.0;0.0;0.0;0.0;5.207595109939575;
0.0;0.0;0.0;0.0;5.2177112102508545;
0.0;0.0;0.0;0.0;5.2278151512146;
0.0;0.0;0.0;0.0;5.237924098968506;
0.0;0.0;0.0;0.0;5.248038053512573;
0.0;0.0;0.0;0.0;5.258151054382324;
0.0;0.0;0.0;0.0;5.26826810836792;
0.0;0.0;0.0;0.0;5.278371095657349;
0.0;0.0;0.0;0.0;5.288488149642944;
0.0;0.0;0.0;0.0;5.29861307144165;
0.0;0.0;0.0;0.0;5.308706998825073;
0.0;0.0;0.0;0.0;5.318818092346191;
0.0;0.0;0.0;0.0;5.328930139541626;
0.0;0.0;0.0;0.0;5.339038133621216;
0.0;0.0;0.0;0.0;5.349147081375122;
0.0;0.0;0.0;0.0;5.359266996383667;
0.0;0.0;0.0;0.0;5.369383096694946;
0.0;0.0;0.0;0.0;5.379487037658691;
0.0;0.0;0.0;0.0;5.38959813117981;
0.0;0.0;0.0;0.0;5.399707078933716;
0.0;0.0;0.0;0.0;5.409815073013306;
0.0;0.0;0.0;0.0;5.41992712020874;
0.0;0.0;0.0;0.0;5.4300360679626465;
0.0;0.0;0.0;0.0;5.440158128738403;
0.0;0.0;0.0;0.0;5.450259208679199;
0.0;0.0;0.0;0.0;5.460375070571899;
0.0;0.0;0.0;0.0;5.470486164093018;
0.0;0.0;0.0;0.0;5.48058819770813;
